Transaction ID,,Transaction effective date,Transaction amount,Credit or debit indicator,Statement description,High level transaction purpose,Mid level transaction purpose,Low level transaction purpose,Transaction code,Merchant ID,Product type,Snapshot date,Payment due day,Repayment amount,Previous repayment date
744,,2/6/2021,9467.05,Debit,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,Withdrawal,Online,Utilities,957,1964,Home Loan,10/18/2020,29,3162.68,10/20/2019
745,,11/17/2020,6739.98,Credit,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,Purchase,Retail,Utilities,474,6138,Personal Loan,12/5/2021,13,1004.18,10/12/2020
746,,9/16/2021,8978.78,Credit,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,Withdrawal,Retail,Groceries,343,9107,Personal Loan,4/24/2021,11,1334.61,4/18/2020
747,,9/10/2021,5159.75,Credit,massa id nisl venenatis lacinia aenean sit amet justo morbi ut,Transfer,Retail,Entertainment,662,9815,Personal Loan,2/23/2020,30,4483.65,1/21/2020
748,,8/17/2021,9174.25,Credit,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,Purchase,ATM,Groceries,696,4576,Personal Loan,5/23/2021,10,935.8,9/13/2019
749,,9/8/2019,116.05,Debit,suspendisse potenti in eleifend quam a odio in hac habitasse,Withdrawal,Online,Groceries,363,9521,Personal Loan,1/12/2019,9,2850.48,2/21/2021
750,,3/7/2019,3240.27,Credit,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,Withdrawal,Online,Utilities,278,2441,Home Loan,12/2/2020,24,1151,11/8/2021
751,,2/22/2019,3789.05,Debit,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,Transfer,Retail,Entertainment,724,7257,Home Loan,8/5/2020,13,39.83,8/20/2020
752,,12/12/2021,5202.5,Credit,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,Withdrawal,Retail,Utilities,833,7476,Home Loan,6/9/2021,23,407.45,6/28/2019
753,,1/28/2019,7282.88,Debit,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,Purchase,ATM,Groceries,331,4497,Home Loan,10/31/2019,4,1074.04,3/29/2021
754,,7/20/2021,8263.54,Credit,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,Purchase,Online,Entertainment,972,7606,Personal Loan,9/6/2020,3,3869.45,3/2/2019
755,,9/15/2021,8382.42,Debit,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,Purchase,Retail,Utilities,423,6678,Home Loan,6/4/2021,25,2868.15,11/29/2019
756,,1/27/2021,8745.76,Credit,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,Withdrawal,ATM,Entertainment,489,3711,Home Loan,11/27/2019,28,3240.13,4/10/2020
757,,7/26/2019,1444.93,Debit,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,Withdrawal,Retail,Entertainment,321,6152,Personal Loan,6/6/2020,25,1897.23,7/5/2020
758,,2/26/2021,711.42,Debit,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,Purchase,Online,Groceries,410,1267,Personal Loan,5/29/2021,6,1698.26,3/6/2019
759,,7/1/2020,349.97,Debit,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,Transfer,ATM,Entertainment,140,1675,Home Loan,4/17/2020,9,1883.97,12/5/2021
760,,1/28/2021,2385.91,Credit,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,Withdrawal,Online,Groceries,877,9554,Personal Loan,12/20/2020,23,1334.71,8/13/2019
761,,5/9/2021,5899.34,Credit,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,Withdrawal,ATM,Utilities,819,9805,Personal Loan,3/2/2019,25,2740.47,9/30/2021
762,,10/24/2020,9972.12,Debit,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,Withdrawal,ATM,Entertainment,849,2074,Personal Loan,11/3/2020,18,1032.41,1/31/2021
763,,9/27/2019,8765.43,Credit,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,Purchase,Online,Entertainment,898,9759,Home Loan,6/17/2020,11,3282.31,1/29/2019
764,,8/1/2021,8041.37,Credit,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,Transfer,Retail,Groceries,686,4641,Home Loan,11/1/2020,14,4964.89,10/1/2020
765,,12/13/2019,4001.36,Credit,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,Purchase,Online,Entertainment,976,4338,Home Loan,12/20/2020,17,4038.71,8/14/2020
766,,8/18/2019,8380.21,Debit,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,Purchase,Retail,Entertainment,758,9929,Home Loan,4/21/2020,23,4136.87,5/28/2021
767,,11/30/2021,8429.05,Debit,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,Withdrawal,Online,Groceries,411,2431,Home Loan,3/4/2020,1,3661.96,12/26/2020
768,,6/15/2021,2891.8,Credit,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,Transfer,Online,Utilities,672,8371,Personal Loan,3/15/2021,23,4768.6,5/2/2020
769,,12/19/2019,8838.8,Debit,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,Withdrawal,ATM,Utilities,573,3759,Home Loan,8/9/2021,17,1566.95,1/30/2019
770,,11/4/2019,5132.02,Credit,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,Transfer,Retail,Utilities,318,2022,Home Loan,4/18/2019,22,69.57,11/5/2021
771,,12/9/2019,9283.83,Debit,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,Withdrawal,Online,Utilities,588,3146,Personal Loan,6/6/2021,31,2016.23,6/7/2020
772,,12/4/2019,9550.74,Debit,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,Purchase,Online,Utilities,452,6005,Personal Loan,8/1/2020,27,1696.15,8/19/2019
773,,4/4/2019,8881.66,Debit,cras in purus eu magna vulputate luctus cum sociis natoque penatibus,Withdrawal,ATM,Entertainment,546,7416,Personal Loan,8/24/2020,28,3209.4,1/25/2021
774,,1/2/2019,9011.59,Debit,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,Withdrawal,Retail,Utilities,498,3188,Personal Loan,2/14/2020,29,2008.82,9/2/2019
775,,4/16/2021,2512.59,Debit,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,Transfer,Retail,Groceries,435,5591,Personal Loan,4/22/2020,26,2779.11,3/2/2020
776,,7/7/2019,4588.4,Debit,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,Purchase,Retail,Groceries,269,5511,Home Loan,1/14/2020,2,2450.33,5/12/2021
777,,7/20/2020,2359.76,Credit,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,Transfer,Online,Groceries,389,8821,Home Loan,12/1/2019,27,1679.13,3/11/2020
778,,9/12/2021,5739.38,Credit,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,Purchase,Online,Entertainment,268,2232,Home Loan,9/26/2020,18,277.27,6/14/2021
779,,3/8/2021,4652.34,Credit,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,Withdrawal,ATM,Utilities,416,5319,Personal Loan,4/11/2020,24,2086.72,3/19/2020
780,,11/6/2019,4748.71,Credit,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,Purchase,Retail,Groceries,974,4986,Personal Loan,11/2/2019,8,3764.52,11/23/2019
781,,1/13/2019,4190.63,Debit,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,Purchase,Retail,Utilities,868,7068,Personal Loan,1/31/2021,24,2498.82,12/28/2021
782,,4/23/2019,6788.03,Credit,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,Purchase,Online,Utilities,292,4078,Personal Loan,3/17/2019,1,2856.93,12/27/2021
783,,12/18/2020,1922.67,Debit,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,Purchase,ATM,Utilities,537,7040,Home Loan,6/19/2020,5,404.25,6/13/2021
784,,1/21/2019,1254.03,Credit,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,Purchase,Retail,Utilities,296,4745,Home Loan,11/18/2021,20,608.52,9/25/2019
785,,10/24/2021,9481.46,Credit,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,Transfer,Retail,Groceries,807,7490,Home Loan,3/2/2019,20,1429.43,7/4/2019
786,,8/14/2021,3514.51,Credit,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,Transfer,Online,Groceries,351,8187,Personal Loan,2/15/2021,13,1323.34,9/22/2019
787,,1/30/2020,2637.36,Debit,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,Purchase,Online,Groceries,206,6270,Home Loan,10/13/2020,14,2578.54,11/5/2019
788,,10/4/2021,1852.07,Debit,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,Withdrawal,ATM,Groceries,808,5417,Personal Loan,4/26/2021,16,76.65,12/2/2020
789,,10/27/2020,4677.03,Debit,lorem vitae mattis nibh ligula nec sem duis aliquam convallis,Withdrawal,Online,Entertainment,770,6142,Personal Loan,3/28/2020,21,3969.71,2/23/2020
790,,11/15/2021,5484.83,Debit,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,Transfer,Online,Utilities,424,2101,Personal Loan,6/27/2019,31,4510.73,3/9/2020
791,,5/8/2019,7808.1,Debit,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,Purchase,Online,Entertainment,409,7901,Home Loan,6/20/2019,20,2699.9,7/11/2019
792,,4/4/2019,4855.88,Credit,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,Transfer,Online,Groceries,244,9840,Home Loan,11/19/2019,17,4632.83,5/19/2021
793,,5/27/2019,1640.62,Debit,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,Purchase,Retail,Entertainment,761,9145,Home Loan,9/27/2019,25,4401.32,11/5/2020
794,,1/21/2020,8478.23,Credit,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,Purchase,ATM,Groceries,659,5621,Home Loan,10/22/2021,3,2170.33,2/1/2019
795,,5/17/2019,4897.82,Credit,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,Withdrawal,Retail,Entertainment,430,3966,Home Loan,6/28/2020,29,2281,10/9/2019
796,,10/7/2019,9210.22,Debit,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,Purchase,ATM,Utilities,570,8135,Personal Loan,9/3/2021,10,4053.79,11/11/2021
797,,4/30/2020,6837.93,Credit,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,Purchase,Online,Utilities,876,6897,Home Loan,12/17/2020,22,1829.73,3/10/2021
798,,4/23/2021,4249.38,Credit,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,Purchase,Retail,Entertainment,868,6125,Home Loan,12/18/2021,2,1307.37,7/28/2019
799,,7/3/2021,4048.66,Credit,risus praesent lectus vestibulum quam sapien varius ut blandit non,Withdrawal,Online,Utilities,868,5935,Home Loan,5/26/2021,7,3408.79,12/10/2019
800,,10/16/2020,3623.38,Credit,erat nulla tempus vivamus in felis eu sapien cursus vestibulum,Withdrawal,Retail,Entertainment,184,5025,Personal Loan,11/18/2019,4,1359.8,9/25/2021
801,,5/4/2019,3520.3,Credit,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,Transfer,Retail,Entertainment,780,6052,Home Loan,7/20/2020,13,4346.72,12/22/2019
802,,9/24/2021,6591.17,Debit,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,Withdrawal,Online,Utilities,220,1437,Home Loan,11/19/2021,18,4469.15,10/10/2021
803,,1/4/2019,4933.07,Debit,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,Transfer,ATM,Entertainment,862,2179,Personal Loan,7/8/2020,9,2706.12,7/1/2020
804,,10/27/2020,8060.04,Credit,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,Withdrawal,Retail,Groceries,747,1615,Personal Loan,9/5/2021,25,3663.01,5/23/2020
805,,3/9/2019,6282.77,Debit,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,Purchase,ATM,Utilities,769,3043,Personal Loan,12/15/2019,5,866.07,2/20/2020
806,,3/20/2021,1276.45,Credit,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,Withdrawal,Retail,Entertainment,887,3259,Home Loan,8/12/2021,30,621.69,10/8/2021
807,,5/22/2019,8061.1,Credit,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,Withdrawal,Retail,Utilities,197,2404,Personal Loan,6/3/2020,10,78.02,12/18/2019
808,,7/12/2020,3428.83,Debit,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,Transfer,ATM,Groceries,497,8260,Personal Loan,6/6/2019,20,1585.47,5/31/2021
809,,11/26/2019,8993.01,Debit,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,Transfer,Retail,Utilities,130,2780,Personal Loan,11/3/2020,23,2722.73,6/25/2020
810,,10/23/2019,6126.74,Debit,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,Transfer,Online,Utilities,508,3031,Personal Loan,2/21/2021,1,3221.14,6/15/2020
811,,8/13/2021,3812.22,Credit,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,Withdrawal,Retail,Groceries,620,9276,Home Loan,11/23/2019,6,1542.16,1/27/2021
812,,6/1/2020,5671.89,Credit,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,Transfer,ATM,Groceries,956,7438,Home Loan,8/16/2020,10,721.55,6/14/2020
813,,3/18/2019,9927.52,Credit,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,Transfer,Online,Entertainment,195,9042,Personal Loan,12/25/2020,28,2890.96,12/2/2020
814,,3/31/2020,1290.9,Credit,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,Transfer,Retail,Entertainment,553,2565,Home Loan,9/29/2019,30,1932.97,9/6/2019
815,,9/9/2021,8172.09,Credit,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,Withdrawal,Retail,Groceries,682,8360,Personal Loan,10/6/2019,5,2315.38,6/18/2020
816,,6/13/2021,3572.7,Credit,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,Purchase,Retail,Utilities,993,9813,Personal Loan,11/12/2020,25,3215,12/7/2019
817,,12/26/2021,5939.49,Debit,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,Withdrawal,Retail,Utilities,886,3661,Home Loan,5/31/2021,24,4229.96,12/7/2019
818,,8/25/2021,3490.3,Credit,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,Withdrawal,ATM,Groceries,887,6733,Personal Loan,4/20/2019,22,2521.76,10/16/2021
819,,11/5/2021,2324.48,Credit,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,Transfer,Online,Groceries,744,4319,Home Loan,9/28/2019,28,2727.03,12/26/2021
820,,1/29/2021,7188.27,Credit,id luctus nec molestie sed justo pellentesque viverra pede ac,Withdrawal,ATM,Entertainment,222,6734,Personal Loan,9/27/2021,7,2385.62,1/8/2019
821,,7/26/2019,5523.5,Credit,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,Withdrawal,Retail,Groceries,882,2791,Personal Loan,5/2/2019,9,1817.83,1/31/2020
822,,5/19/2020,3628.09,Credit,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,Transfer,Retail,Entertainment,732,9666,Home Loan,4/3/2020,18,4671.29,9/12/2020
823,,6/27/2019,6465.7,Debit,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,Purchase,Online,Utilities,255,8392,Home Loan,1/28/2020,14,1796.07,8/25/2021
824,,4/4/2021,9943.2,Debit,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,Withdrawal,ATM,Groceries,393,6047,Personal Loan,11/18/2020,25,241.36,5/6/2020
825,,6/28/2021,1420.03,Debit,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,Withdrawal,Retail,Utilities,119,6499,Personal Loan,9/25/2019,24,4344.72,4/3/2020
826,,5/1/2019,1978.21,Debit,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,Purchase,Online,Utilities,485,5364,Personal Loan,3/31/2021,21,466.15,10/11/2019
827,,2/12/2021,6905.46,Credit,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,Withdrawal,Online,Groceries,792,4289,Personal Loan,3/14/2019,25,4435.75,7/2/2019
828,,9/10/2019,7719.05,Credit,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,Purchase,Online,Entertainment,426,8847,Home Loan,5/1/2021,28,4803.61,12/29/2020
829,,6/1/2020,466.64,Debit,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,Purchase,Retail,Utilities,223,6789,Home Loan,4/19/2021,13,671.49,3/27/2021
830,,7/13/2019,8605.99,Debit,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,Transfer,ATM,Entertainment,616,9259,Personal Loan,7/2/2019,25,2930.44,10/12/2020
831,,12/14/2020,1509.61,Debit,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,Purchase,Online,Utilities,940,2512,Home Loan,3/12/2020,2,63.02,9/15/2020
832,,11/6/2021,7547.88,Debit,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,Withdrawal,ATM,Utilities,242,7919,Home Loan,3/7/2020,21,908.08,2/5/2021
833,,2/3/2020,6045.62,Debit,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,Withdrawal,ATM,Entertainment,776,3967,Personal Loan,4/2/2020,30,1928.16,6/3/2019
834,,8/26/2019,1460.89,Debit,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,Purchase,Retail,Entertainment,601,6062,Personal Loan,6/7/2019,12,2636.63,3/14/2019
835,,1/1/2021,5504.5,Debit,cursus vestibulum proin eu mi nulla ac enim in tempor turpis,Transfer,Retail,Utilities,399,2293,Personal Loan,5/25/2021,13,2144.61,1/18/2021
836,,5/4/2020,7142.66,Credit,donec semper sapien a libero nam dui proin leo odio porttitor id consequat,Purchase,Retail,Entertainment,991,7082,Personal Loan,2/15/2019,24,4617.77,11/2/2020
837,,5/22/2020,7088.03,Credit,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,Transfer,Online,Utilities,323,1250,Home Loan,10/24/2021,22,2538.1,1/8/2021
838,,12/21/2019,6880.74,Credit,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,Withdrawal,ATM,Utilities,975,6343,Personal Loan,5/17/2021,7,4292.39,7/8/2020
839,,1/8/2019,8064.88,Debit,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,Withdrawal,Online,Entertainment,604,8764,Personal Loan,10/15/2020,13,367.76,2/13/2021
840,,8/18/2020,8966.53,Credit,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,Withdrawal,Online,Utilities,278,5664,Personal Loan,7/27/2020,8,4979.47,10/14/2020
841,,5/13/2019,3297.16,Debit,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,Withdrawal,ATM,Entertainment,493,5897,Personal Loan,1/28/2019,2,998.22,9/2/2020
842,,6/3/2021,4314.09,Debit,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,Purchase,Retail,Groceries,778,3719,Personal Loan,2/2/2020,23,382.98,1/16/2020
843,,4/12/2019,2927.37,Credit,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,Withdrawal,Retail,Entertainment,179,4285,Home Loan,3/17/2021,2,4590.13,1/25/2021
844,,7/5/2019,4252.42,Debit,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id,Transfer,ATM,Entertainment,191,5854,Home Loan,9/10/2021,19,3841.09,12/6/2019
845,,12/7/2019,7925.83,Credit,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,Transfer,Online,Entertainment,783,6378,Personal Loan,3/6/2021,22,1303.88,9/10/2019
846,,9/9/2021,8026.14,Debit,fusce posuere felis sed lacus morbi sem mauris laoreet ut,Transfer,Retail,Entertainment,911,2081,Home Loan,1/11/2019,1,3455.23,4/20/2021
847,,4/16/2020,894.88,Debit,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,Transfer,Online,Utilities,539,5905,Home Loan,5/31/2020,24,1196.22,5/24/2021
848,,4/14/2020,1404.4,Debit,sollicitudin mi sit amet lobortis sapien sapien non mi integer,Transfer,Retail,Utilities,550,5791,Personal Loan,9/11/2020,2,3802.14,5/16/2021
849,,1/9/2019,6916.14,Credit,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,Purchase,Retail,Groceries,126,5098,Home Loan,12/30/2020,9,262.7,8/7/2021
850,,8/10/2019,6508.41,Credit,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,Purchase,ATM,Utilities,382,8292,Personal Loan,6/29/2021,23,157.48,11/29/2019
851,,4/10/2020,1386.44,Debit,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,Withdrawal,Retail,Utilities,626,4665,Personal Loan,10/31/2020,28,3691.77,9/19/2021
852,,6/12/2021,2745.83,Credit,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,Transfer,ATM,Utilities,820,6104,Home Loan,3/1/2021,31,470.62,7/10/2020
853,,2/14/2021,8810.89,Debit,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,Purchase,Retail,Groceries,864,7741,Personal Loan,3/19/2020,9,12.35,6/8/2021
854,,3/11/2020,7206.32,Debit,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,Withdrawal,ATM,Utilities,225,8742,Personal Loan,9/2/2020,10,4116.24,11/19/2021
855,,6/26/2020,6877.93,Credit,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,Transfer,ATM,Entertainment,789,8388,Home Loan,11/17/2020,31,2778.51,12/15/2021
856,,2/13/2020,3509.01,Debit,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,Transfer,Retail,Entertainment,594,6502,Home Loan,6/25/2019,28,674.94,6/17/2019
857,,7/20/2020,2826.15,Credit,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,Purchase,ATM,Entertainment,454,6433,Home Loan,10/27/2021,25,3976.02,11/3/2020
858,,4/11/2019,5449.6,Credit,pede lobortis ligula sit amet eleifend pede libero quis orci,Purchase,Retail,Groceries,661,1030,Home Loan,4/2/2020,12,4390.06,6/14/2019
859,,2/1/2021,4655.9,Credit,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,Purchase,ATM,Entertainment,115,2344,Home Loan,7/25/2021,13,811.25,1/13/2019
860,,11/23/2019,4137.71,Debit,pede justo eu massa donec dapibus duis at velit eu est congue,Purchase,Online,Entertainment,284,1367,Home Loan,7/29/2020,5,1752.86,11/13/2021
861,,7/7/2019,7175,Credit,est phasellus sit amet erat nulla tempus vivamus in felis,Transfer,Retail,Utilities,238,8089,Personal Loan,5/31/2020,2,3490.65,7/3/2019
862,,12/28/2020,16.23,Credit,felis sed interdum venenatis turpis enim blandit mi in porttitor pede,Purchase,ATM,Entertainment,146,6013,Personal Loan,11/15/2019,1,2695.55,11/2/2021
863,,4/14/2019,7139.22,Credit,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,Withdrawal,ATM,Groceries,288,5482,Home Loan,3/26/2021,15,303.67,11/29/2021
864,,3/17/2020,7105.87,Credit,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,Purchase,ATM,Groceries,635,7067,Home Loan,9/20/2019,21,2170.96,12/6/2020
865,,6/7/2019,1008.86,Credit,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,Transfer,Online,Entertainment,249,4500,Home Loan,1/20/2020,17,2739.78,4/17/2021
866,,4/25/2019,9071.68,Credit,sed tristique in tempus sit amet sem fusce consequat nulla nisl,Withdrawal,Retail,Groceries,600,5193,Home Loan,10/23/2021,13,2979.86,10/4/2021
867,,2/15/2019,9228.98,Debit,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,Transfer,Retail,Groceries,422,2363,Home Loan,11/8/2020,8,1245.59,6/13/2021
868,,6/14/2020,4453.47,Debit,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,Withdrawal,Retail,Entertainment,763,1850,Home Loan,5/24/2021,5,2723.93,9/7/2019
869,,12/14/2019,8462.99,Credit,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,Purchase,Retail,Entertainment,948,4186,Home Loan,12/19/2019,10,3148.82,4/5/2019
870,,1/21/2021,8793.05,Debit,porta volutpat erat quisque erat eros viverra eget congue eget,Purchase,ATM,Utilities,314,9016,Personal Loan,6/3/2019,20,2872.53,5/24/2019
871,,7/16/2020,1702.14,Debit,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,Transfer,Online,Groceries,372,9378,Home Loan,11/7/2019,5,2188.8,12/26/2021
872,,10/9/2019,7209.45,Debit,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,Withdrawal,ATM,Entertainment,499,1244,Home Loan,12/15/2019,29,4583.77,2/14/2020
